,education,capital-loss,hours-per-week,race,gender,workclass,educational-num,fnlwgt,age,occupation,capital-gain,marital-status,relationship,income,race,gender,age
41758,HS-grad,0,40,White,Male,Private,9,403276,43,Craft-repair,0,Married-civ-spouse,Husband,<=50K,White,Male,43
15172,Some-college,0,60,White,Male,Private,10,262681,57,Exec-managerial,0,Widowed,Not-in-family,<=50K,White,Male,57
48690,Some-college,0,40,White,Male,Private,10,112115,31,Sales,0,Married-civ-spouse,Husband,<=50K,White,Male,31
39825,10th,0,6,White,Male,?,6,94366,17,?,0,Never-married,Other-relative,<=50K,White,Male,17
47432,Some-college,0,50,White,Male,Private,10,254478,40,Craft-repair,7298,Married-civ-spouse,Husband,>50K,White,Male,40
24220,Assoc-voc,0,40,White,Male,Private,11,120068,23,Handlers-cleaners,0,Married-civ-spouse,Husband,<=50K,White,Male,23
13054,Masters,0,50,White,Female,Private,14,266803,40,Prof-specialty,15024,Married-civ-spouse,Wife,>50K,White,Female,40
15111,HS-grad,0,40,White,Male,Private,9,227065,41,Other-service,0,Never-married,Own-child,<=50K,White,Male,41
47182,Some-college,0,50,White,Male,Private,10,225231,30,Exec-managerial,8614,Divorced,Not-in-family,>50K,White,Male,30
11114,11th,0,40,Other,Male,Private,7,90729,23,Machine-op-inspct,0,Never-married,Unmarried,<=50K,Other,Male,23
3890,Some-college,0,20,White,Female,Private,10,81961,19,Other-service,0,Never-married,Own-child,<=50K,White,Female,19
17668,Some-college,1564,70,White,Male,Self-emp-not-inc,10,266324,40,Exec-managerial,0,Divorced,Other-relative,>50K,White,Male,40
19998,Bachelors,0,40,White,Male,Private,13,194197,29,Exec-managerial,0,Never-married,Own-child,<=50K,White,Male,29
37312,Some-college,0,15,White,Female,Private,10,194031,22,Other-service,0,Never-married,Own-child,<=50K,White,Female,22
7222,Assoc-voc,0,48,White,Male,Private,11,157473,38,Prof-specialty,0,Married-civ-spouse,Husband,<=50K,White,Male,38
33025,Bachelors,0,60,White,Female,Private,13,74784,51,Sales,0,Divorced,Not-in-family,<=50K,White,Female,51
11838,Assoc-acdm,0,40,Black,Female,Local-gov,12,47270,47,Adm-clerical,0,Separated,Unmarried,<=50K,Black,Female,47
6429,Bachelors,0,50,White,Male,Local-gov,13,98823,41,Prof-specialty,0,Married-civ-spouse,Husband,<=50K,White,Male,41
39760,Some-college,0,46,White,Male,Local-gov,10,123088,49,Exec-managerial,0,Married-civ-spouse,Husband,<=50K,White,Male,49
15295,Some-college,0,45,White,Male,Self-emp-not-inc,10,210013,42,Craft-repair,0,Married-civ-spouse,Husband,<=50K,White,Male,42
22922,HS-grad,0,40,White,Male,Private,9,131615,19,Machine-op-inspct,0,Never-married,Own-child,<=50K,White,Male,19
24958,HS-grad,0,40,White,Male,Private,9,431861,25,Transport-moving,0,Married-civ-spouse,Husband,<=50K,White,Male,25
23219,HS-grad,0,40,White,Female,Private,9,179136,44,Sales,0,Never-married,Not-in-family,<=50K,White,Female,44
35782,Bachelors,0,35,Asian-Pac-Islander,Female,Private,13,130620,36,Prof-specialty,0,Married-civ-spouse,Wife,>50K,Asian-Pac-Islander,Female,36
18134,Bachelors,0,50,White,Male,Private,13,236861,28,Craft-repair,0,Divorced,Unmarried,<=50K,White,Male,28
6525,11th,1762,40,White,Male,?,7,105598,28,?,0,Never-married,Not-in-family,<=50K,White,Male,28
23778,Bachelors,0,60,White,Male,Self-emp-inc,13,173783,47,Sales,15024,Married-civ-spouse,Husband,>50K,White,Male,47
46627,HS-grad,0,40,White,Female,Private,9,180277,47,Adm-clerical,0,Married-civ-spouse,Wife,<=50K,White,Female,47
11505,HS-grad,0,40,White,Male,Private,9,111499,35,Prof-specialty,0,Married-civ-spouse,Husband,<=50K,White,Male,35
46394,HS-grad,0,40,White,Male,Private,9,391114,33,Handlers-cleaners,0,Never-married,Own-child,<=50K,White,Male,33
46060,Assoc-voc,0,45,White,Male,Private,11,37937,42,Other-service,0,Married-civ-spouse,Husband,<=50K,White,Male,42
40630,Assoc-acdm,0,55,White,Female,Private,12,185437,45,Craft-repair,0,Divorced,Not-in-family,<=50K,White,Female,45
5159,HS-grad,0,40,Black,Female,Private,9,92141,59,Machine-op-inspct,0,Widowed,Not-in-family,<=50K,Black,Female,59
30435,HS-grad,0,45,White,Male,Self-emp-not-inc,9,265097,47,Transport-moving,0,Married-civ-spouse,Husband,>50K,White,Male,47
1283,Assoc-acdm,0,40,Asian-Pac-Islander,Female,Private,12,71009,22,Adm-clerical,0,Never-married,Not-in-family,<=50K,Asian-Pac-Islander,Female,22
32240,HS-grad,0,20,White,Female,Self-emp-not-inc,9,141085,67,Prof-specialty,0,Divorced,Not-in-family,<=50K,White,Female,67
47362,5th-6th,0,34,White,Female,Private,3,263200,50,Other-service,0,Married-spouse-absent,Unmarried,<=50K,White,Female,50
24589,11th,0,43,White,Male,Private,7,31438,36,Transport-moving,0,Married-civ-spouse,Husband,<=50K,White,Male,36
14682,Some-college,0,40,White,Male,Private,10,236769,23,Handlers-cleaners,0,Never-married,Own-child,<=50K,White,Male,23
36384,Some-college,0,40,Black,Female,Private,10,141040,24,Adm-clerical,0,Never-married,Own-child,<=50K,Black,Female,24
10279,HS-grad,0,32,White,Female,Private,9,167381,45,Sales,0,Divorced,Unmarried,<=50K,White,Female,45
10832,Masters,0,38,White,Male,State-gov,14,248406,42,Prof-specialty,0,Married-civ-spouse,Husband,>50K,White,Male,42
20943,Assoc-voc,0,60,White,Male,Local-gov,11,147654,33,Prof-specialty,0,Married-civ-spouse,Husband,<=50K,White,Male,33
40538,Assoc-voc,0,40,White,Male,Private,11,277471,53,Tech-support,0,Married-civ-spouse,Husband,>50K,White,Male,53
11718,HS-grad,0,40,White,Male,Self-emp-not-inc,9,150080,69,Farming-fishing,0,Married-civ-spouse,Husband,<=50K,White,Male,69
36009,HS-grad,0,55,White,Male,Private,9,202745,22,Machine-op-inspct,0,Never-married,Other-relative,<=50K,White,Male,22
32684,Bachelors,0,50,White,Male,Private,13,127728,57,Exec-managerial,15024,Married-civ-spouse,Husband,>50K,White,Male,57
33995,Assoc-voc,0,40,White,Male,Private,11,119913,33,Prof-specialty,0,Married-civ-spouse,Husband,>50K,White,Male,33
11165,Masters,0,40,White,Male,Private,14,31141,47,Tech-support,0,Married-civ-spouse,Husband,>50K,White,Male,47
6446,Masters,0,50,White,Male,Self-emp-inc,14,288630,50,Exec-managerial,0,Married-civ-spouse,Husband,>50K,White,Male,50
35384,Assoc-acdm,0,25,White,Male,Private,12,253190,23,Handlers-cleaners,0,Married-civ-spouse,Husband,<=50K,White,Male,23
45201,Assoc-voc,0,40,Asian-Pac-Islander,Female,Private,11,87282,38,Exec-managerial,0,Never-married,Other-relative,<=50K,Asian-Pac-Islander,Female,38
18066,Bachelors,0,45,White,Female,Local-gov,13,339671,42,Prof-specialty,8614,Married-spouse-absent,Not-in-family,>50K,White,Female,42
35580,Masters,0,40,White,Male,Private,14,258037,39,Adm-clerical,0,Never-married,Not-in-family,<=50K,White,Male,39
19921,Bachelors,0,40,White,Male,Self-emp-not-inc,13,231777,63,Transport-moving,0,Never-married,Not-in-family,<=50K,White,Male,63
37320,HS-grad,0,40,White,Male,?,9,24504,34,?,0,Never-married,Not-in-family,<=50K,White,Male,34
8509,Some-college,0,60,White,Male,Private,10,311311,22,Other-service,0,Never-married,Not-in-family,<=50K,White,Male,22
47105,Bachelors,0,55,White,Female,Self-emp-not-inc,13,182714,34,Prof-specialty,0,Never-married,Not-in-family,>50K,White,Female,34
47435,Some-college,0,8,White,Female,Private,10,201138,23,Adm-clerical,0,Never-married,Not-in-family,<=50K,White,Female,23
3079,9th,0,40,White,Male,Private,5,266497,17,Handlers-cleaners,0,Never-married,Other-relative,<=50K,White,Male,17
35437,Masters,0,40,White,Female,Private,14,98012,47,Prof-specialty,7688,Married-civ-spouse,Wife,>50K,White,Female,47
7504,Masters,1408,50,White,Male,Private,14,199513,40,Exec-managerial,0,Divorced,Not-in-family,<=50K,White,Male,40
37726,HS-grad,0,35,White,Male,Private,9,152249,46,Other-service,0,Married-spouse-absent,Not-in-family,<=50K,White,Male,46
38367,Some-college,0,50,White,Male,Private,10,70539,40,Sales,4386,Married-civ-spouse,Husband,<=50K,White,Male,40
4629,Preschool,0,38,White,Male,Private,1,203784,28,Farming-fishing,0,Never-married,Not-in-family,<=50K,White,Male,28
19949,5th-6th,0,38,White,Male,Private,3,199590,45,Transport-moving,0,Married-civ-spouse,Husband,<=50K,White,Male,45
1203,Some-college,0,40,White,Male,Private,10,208613,41,Sales,0,Never-married,Not-in-family,<=50K,White,Male,41
41995,10th,0,35,White,Female,Private,6,329587,34,Other-service,0,Separated,Not-in-family,<=50K,White,Female,34
10147,Bachelors,0,35,White,Female,Private,13,359854,26,Priv-house-serv,0,Never-married,Other-relative,<=50K,White,Female,26
47166,Some-college,0,40,White,Male,Private,10,206487,59,Craft-repair,0,Married-civ-spouse,Husband,>50K,White,Male,59
21850,Bachelors,0,40,White,Female,Private,13,111499,39,Exec-managerial,0,Never-married,Not-in-family,<=50K,White,Female,39
38265,HS-grad,0,48,White,Male,Private,9,42907,42,Machine-op-inspct,0,Divorced,Unmarried,<=50K,White,Male,42
3500,Some-college,0,50,White,Male,Private,10,129814,28,Craft-repair,0,Separated,Unmarried,<=50K,White,Male,28
45917,Bachelors,0,50,White,Male,Self-emp-inc,13,77689,30,Sales,7688,Married-civ-spouse,Husband,>50K,White,Male,30
43916,Bachelors,0,70,White,Male,Self-emp-inc,13,118212,44,Exec-managerial,99999,Married-civ-spouse,Husband,>50K,White,Male,44
21814,HS-grad,0,30,White,Female,Private,9,164583,26,Sales,0,Divorced,Unmarried,<=50K,White,Female,26
40613,Some-college,0,21,White,Male,Private,10,207685,41,Other-service,0,Divorced,Not-in-family,<=50K,White,Male,41
1563,Bachelors,0,40,Black,Male,Private,13,455469,35,Craft-repair,0,Married-civ-spouse,Husband,>50K,Black,Male,35
38937,Bachelors,0,38,White,Female,State-gov,13,183829,44,Adm-clerical,0,Never-married,Not-in-family,<=50K,White,Female,44
39094,Assoc-acdm,0,40,White,Male,Federal-gov,12,203488,31,Adm-clerical,0,Never-married,Not-in-family,<=50K,White,Male,31
4126,9th,0,40,Black,Female,Federal-gov,5,49921,60,Other-service,0,Divorced,Not-in-family,<=50K,Black,Female,60
36146,HS-grad,0,15,White,Female,Private,9,196643,58,Sales,0,Divorced,Not-in-family,<=50K,White,Female,58
28070,Bachelors,0,40,White,Male,Private,13,57600,26,Prof-specialty,0,Married-civ-spouse,Husband,<=50K,White,Male,26
21933,HS-grad,0,40,White,Male,?,9,188166,56,?,0,Married-civ-spouse,Husband,<=50K,White,Male,56
27002,Bachelors,0,50,White,Male,Private,13,293073,29,Sales,0,Never-married,Not-in-family,>50K,White,Male,29
39238,11th,0,20,White,Female,Private,7,54257,17,Adm-clerical,0,Never-married,Own-child,<=50K,White,Female,17
44934,Some-college,0,40,White,Female,Private,10,315974,22,Sales,0,Never-married,Not-in-family,<=50K,White,Female,22
42566,Bachelors,0,20,White,Female,Private,13,26490,48,Other-service,0,Widowed,Unmarried,<=50K,White,Female,48
47299,Some-college,0,40,White,Male,?,10,403860,21,?,0,Never-married,Own-child,<=50K,White,Male,21
22849,HS-grad,0,40,White,Male,Private,9,301867,58,Farming-fishing,0,Married-civ-spouse,Husband,<=50K,White,Male,58
29224,Some-college,0,60,White,Male,Private,10,180062,52,Exec-managerial,0,Married-civ-spouse,Husband,<=50K,White,Male,52
30974,Some-college,0,40,White,Male,Private,10,210851,30,Craft-repair,0,Married-civ-spouse,Husband,<=50K,White,Male,30
31160,7th-8th,0,40,White,Male,Local-gov,4,97005,51,Transport-moving,0,Married-civ-spouse,Husband,<=50K,White,Male,51
31514,HS-grad,0,55,White,Male,Self-emp-not-inc,9,53956,42,Exec-managerial,0,Divorced,Unmarried,<=50K,White,Male,42
12647,11th,0,40,White,Female,Self-emp-not-inc,7,259087,49,Craft-repair,0,Widowed,Unmarried,<=50K,White,Female,49
24695,Some-college,0,40,Asian-Pac-Islander,Male,Private,10,81132,45,Craft-repair,0,Married-civ-spouse,Other-relative,<=50K,Asian-Pac-Islander,Male,45
16221,7th-8th,0,60,White,Male,Private,4,127084,60,Transport-moving,0,Married-civ-spouse,Husband,<=50K,White,Male,60
37571,Bachelors,0,50,White,Male,Self-emp-not-inc,13,98829,53,Prof-specialty,0,Married-civ-spouse,Husband,<=50K,White,Male,53
31458,HS-grad,0,42,Asian-Pac-Islander,Male,Self-emp-not-inc,9,156687,44,Farming-fishing,0,Married-civ-spouse,Husband,<=50K,Asian-Pac-Islander,Male,44
28586,Some-college,0,40,White,Male,Private,10,149787,30,Handlers-cleaners,0,Married-civ-spouse,Husband,<=50K,White,Male,30
6209,Some-college,0,40,White,Male,Private,10,203985,60,Other-service,0,Married-civ-spouse,Husband,>50K,White,Male,60
15243,Some-college,0,40,White,Male,State-gov,10,277203,55,Transport-moving,0,Divorced,Not-in-family,<=50K,White,Male,55
26934,Some-college,0,40,White,Male,Private,10,295127,38,Machine-op-inspct,0,Married-civ-spouse,Husband,<=50K,White,Male,38
31135,10th,0,35,White,Female,Private,6,311764,32,Exec-managerial,0,Married-civ-spouse,Wife,<=50K,White,Female,32
37341,Some-college,0,40,White,Female,Local-gov,10,26669,41,Exec-managerial,0,Divorced,Not-in-family,<=50K,White,Female,41
40794,Some-college,0,40,White,Male,Private,10,198660,32,Craft-repair,0,Married-civ-spouse,Husband,<=50K,White,Male,32
26958,Bachelors,0,40,White,Female,Private,13,356344,25,Adm-clerical,0,Never-married,Own-child,<=50K,White,Female,25
45514,Bachelors,0,20,White,Female,Private,13,32616,23,Adm-clerical,0,Never-married,Own-child,<=50K,White,Female,23
1466,5th-6th,0,40,White,Male,Local-gov,3,132368,48,Transport-moving,0,Married-civ-spouse,Husband,<=50K,White,Male,48
45379,Bachelors,0,50,Other,Male,Private,13,292370,37,Prof-specialty,0,Married-civ-spouse,Husband,>50K,Other,Male,37
295,HS-grad,1590,40,White,Male,Private,9,236267,25,Machine-op-inspct,0,Never-married,Unmarried,<=50K,White,Male,25
45293,HS-grad,0,40,White,Male,Private,9,189897,25,Craft-repair,0,Married-civ-spouse,Own-child,<=50K,White,Male,25
9914,HS-grad,0,50,Black,Male,Private,9,215686,47,Craft-repair,0,Married-civ-spouse,Husband,<=50K,Black,Male,47
34947,HS-grad,0,40,White,Male,Federal-gov,9,161240,44,Machine-op-inspct,0,Divorced,Not-in-family,<=50K,White,Male,44
26834,Bachelors,0,40,White,Female,Private,13,141245,40,Other-service,0,Married-civ-spouse,Wife,<=50K,White,Female,40
22738,HS-grad,1977,60,White,Male,Private,9,218009,62,Transport-moving,0,Married-civ-spouse,Husband,>50K,White,Male,62
27618,HS-grad,0,30,Black,Female,Private,9,360593,32,Sales,0,Divorced,Unmarried,<=50K,Black,Female,32
46829,Some-college,0,30,White,Male,Private,10,237646,18,Adm-clerical,0,Never-married,Own-child,<=50K,White,Male,18
48583,HS-grad,0,40,White,Male,Local-gov,9,162187,45,Protective-serv,0,Married-civ-spouse,Husband,>50K,White,Male,45
11769,Bachelors,0,75,White,Male,Self-emp-not-inc,13,41210,33,Farming-fishing,0,Married-civ-spouse,Husband,<=50K,White,Male,33
6716,HS-grad,0,40,White,Male,Self-emp-inc,9,282069,42,Craft-repair,0,Married-civ-spouse,Husband,<=50K,White,Male,42
30481,HS-grad,0,40,White,Male,Private,9,283896,24,Handlers-cleaners,0,Never-married,Not-in-family,<=50K,White,Male,24
48314,HS-grad,0,40,White,Male,Private,9,174032,70,Sales,0,Married-civ-spouse,Husband,<=50K,White,Male,70
8555,Assoc-voc,0,40,White,Female,Private,11,33435,36,Sales,0,Divorced,Unmarried,<=50K,White,Female,36
18389,HS-grad,0,40,White,Male,Local-gov,9,160586,58,Farming-fishing,0,Married-civ-spouse,Husband,<=50K,White,Male,58
1213,10th,0,24,White,Male,Private,6,111019,18,Other-service,0,Never-married,Own-child,<=50K,White,Male,18
3675,9th,0,35,White,Female,Private,5,127537,24,Sales,0,Married-spouse-absent,Not-in-family,<=50K,White,Female,24
42827,Some-college,1617,33,White,Female,Private,10,109463,62,Sales,0,Separated,Unmarried,<=50K,White,Female,62
27196,HS-grad,0,40,White,Male,Private,9,172364,56,Machine-op-inspct,0,Married-civ-spouse,Husband,<=50K,White,Male,56
9635,Bachelors,0,25,Asian-Pac-Islander,Male,Private,13,181954,60,Machine-op-inspct,0,Married-civ-spouse,Husband,<=50K,Asian-Pac-Islander,Male,60
14308,Bachelors,0,40,White,Male,Private,13,308144,25,Craft-repair,0,Never-married,Not-in-family,<=50K,White,Male,25
3264,Bachelors,0,45,White,Male,State-gov,13,123253,30,Prof-specialty,0,Married-civ-spouse,Husband,<=50K,White,Male,30
41230,HS-grad,0,40,White,Female,?,9,187983,36,?,0,Never-married,Unmarried,<=50K,White,Female,36
11396,Bachelors,0,40,White,Male,Private,13,234690,46,Adm-clerical,0,Married-civ-spouse,Husband,>50K,White,Male,46
13640,Some-college,0,40,White,Male,State-gov,10,231931,20,Prof-specialty,0,Never-married,Own-child,<=50K,White,Male,20
16265,Masters,0,40,White,Female,Local-gov,14,139347,50,Prof-specialty,0,Married-civ-spouse,Wife,>50K,White,Female,50
32057,Bachelors,0,40,White,Female,Self-emp-inc,13,73431,41,Prof-specialty,0,Widowed,Unmarried,<=50K,White,Female,41
39442,HS-grad,0,40,White,Female,Private,9,190728,35,Prof-specialty,0,Divorced,Unmarried,<=50K,White,Female,35
31022,HS-grad,0,40,White,Male,Private,9,205152,32,Exec-managerial,3103,Married-civ-spouse,Husband,>50K,White,Male,32
4727,7th-8th,0,20,White,Female,Private,4,250040,57,Prof-specialty,0,Divorced,Other-relative,<=50K,White,Female,57
18930,HS-grad,0,40,White,Female,Private,9,185957,28,Adm-clerical,0,Married-civ-spouse,Wife,<=50K,White,Female,28
14841,Bachelors,2415,50,White,Male,Self-emp-inc,13,251240,53,Exec-managerial,0,Married-civ-spouse,Husband,>50K,White,Male,53
27337,Assoc-voc,0,40,White,Female,?,11,558183,49,?,0,Married-spouse-absent,Unmarried,<=50K,White,Female,49
5384,Bachelors,0,40,White,Male,Private,13,324655,48,Prof-specialty,0,Never-married,Not-in-family,<=50K,White,Male,48
3115,Some-college,0,55,White,Male,Self-emp-inc,10,218164,33,Craft-repair,7298,Married-civ-spouse,Husband,>50K,White,Male,33
36505,Prof-school,0,50,White,Male,Private,15,189878,37,Prof-specialty,0,Married-civ-spouse,Husband,>50K,White,Male,37
32676,Bachelors,0,35,White,Female,Private,13,199915,23,Adm-clerical,0,Never-married,Own-child,<=50K,White,Female,23
22887,HS-grad,0,40,White,Male,Private,9,240629,48,Craft-repair,0,Married-civ-spouse,Husband,>50K,White,Male,48
13678,HS-grad,1092,60,White,Male,Private,9,359049,28,Tech-support,0,Never-married,Not-in-family,<=50K,White,Male,28
21966,Masters,0,60,White,Male,Private,14,106176,53,Sales,7298,Married-civ-spouse,Husband,>50K,White,Male,53
13717,Bachelors,1887,40,White,Male,Private,13,191503,39,Prof-specialty,0,Married-civ-spouse,Husband,>50K,White,Male,39
25570,Assoc-acdm,0,50,White,Female,Private,12,145844,19,Exec-managerial,0,Never-married,Not-in-family,<=50K,White,Female,19
33316,Assoc-acdm,0,40,Black,Female,Private,12,108233,51,Other-service,0,Separated,Not-in-family,<=50K,Black,Female,51
19568,Some-college,0,72,White,Male,Self-emp-inc,10,80249,34,Farming-fishing,0,Married-civ-spouse,Husband,<=50K,White,Male,34
4166,Bachelors,0,55,White,Male,Private,13,192226,54,Exec-managerial,0,Married-civ-spouse,Husband,>50K,White,Male,54
18469,Some-college,0,30,White,Male,Private,10,54131,29,Sales,0,Never-married,Not-in-family,<=50K,White,Male,29
22562,Doctorate,0,40,White,Male,Private,16,171355,59,Exec-managerial,0,Married-civ-spouse,Husband,>50K,White,Male,59
16084,7th-8th,0,40,White,Male,Private,4,235136,56,Adm-clerical,0,Married-civ-spouse,Husband,<=50K,White,Male,56
7918,HS-grad,0,30,White,Male,Private,9,48520,31,Transport-moving,0,Married-civ-spouse,Husband,<=50K,White,Male,31
40388,HS-grad,1887,40,White,Male,Private,9,100313,59,Exec-managerial,0,Married-civ-spouse,Husband,>50K,White,Male,59
38238,Bachelors,0,50,White,Male,State-gov,13,346406,27,Prof-specialty,0,Never-married,Unmarried,<=50K,White,Male,27
26912,Some-college,0,15,White,Male,Private,10,94057,20,Other-service,0,Never-married,Own-child,<=50K,White,Male,20
14054,Assoc-acdm,1579,45,White,Male,Self-emp-inc,12,229741,31,Craft-repair,0,Married-civ-spouse,Husband,<=50K,White,Male,31
21209,Masters,0,40,White,Male,State-gov,14,170142,48,Prof-specialty,0,Divorced,Not-in-family,>50K,White,Male,48
20671,Bachelors,0,20,White,Female,Self-emp-not-inc,13,317360,48,Prof-specialty,0,Married-civ-spouse,Wife,>50K,White,Female,48
48679,HS-grad,0,30,White,Male,Private,9,222005,24,Other-service,0,Never-married,Other-relative,<=50K,White,Male,24
